Strain	Replicate	ABX	ABXConc	DrugX	DrugXConc	normAUC	Exp
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	320	0.0189197567773098	PM
Enterococcus faecium	2	Erythromycin	0.65	Tolfenamic Acid	0	0.375021207005789	PM
Enterococcus faecium	2	Erythromycin	0.65	Tolfenamic Acid	20	0.190149136438869	PM
Enterococcus faecium	2	Erythromycin	0.65	Tolfenamic Acid	40	0.111512078446624	PM
Enterococcus faecium	2	Erythromycin	0.65	Tolfenamic Acid	80	0.0433305889786578	PM
Enterococcus faecium	2	Erythromycin	0.65	Tolfenamic Acid	320	0.00238068769603405	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	0	1.02877783238772	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	10	1.01625557585164	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	20	0.800693623408039	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	40	0.701908215948921	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	80	0.437281148636541	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	160	0.222623344368409	PM
Enterococcus faecium	2	Erythromycin	0.15	Tolfenamic Acid	320	0.327095838210491	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	0	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	10	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	20	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	40	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	80	0.99738247425936	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	160	0.559382302357025	PM
Enterococcus faecium	2	Erythromycin	0	Tolfenamic Acid	320	0.130289857107239	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	0	0.0133850519534017	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	10	0.0660967502687905	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	20	0.00713486854816692	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	40	0.00446218173002979	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	80	0.00802949175089067	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	160	0.00802949175089067	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	320	0.0080178119479662	PM
Enterococcus faecium	3	Erythromycin	3.15	Tolfenamic Acid	640	0.0896347254289589	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	0	0.0179025624701911	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	10	0.012479993677996	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	20	0.00623999683899799	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	40	0.0179143007090251	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	80	0.00177781510896821	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	160	0.006239996838998	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	320	0.00622831703607355	PM
Enterococcus faecium	3	Erythromycin	2.65	Tolfenamic Acid	640	0.0285505791666442	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	0	0.0142694885898887	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	10	0.0142694885898887	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	20	0.0142578087869642	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	40	0.006239996838998	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	80	0.00891268365713514	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	160	0.00980730685985887	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	320	0.0134750883896663	PM
Enterococcus faecium	3	Erythromycin	2.15	Tolfenamic Acid	640	0.0492822959739997	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	0	0.0160473036988569	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	10	0.00979562705693441	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	20	0.00979562705693442	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	40	0.0370902312119829	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	80	0.0142461289840398	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	160	0.00979562705693441	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	320	0.00177781510896821	PM
Enterococcus faecium	3	Erythromycin	1.65	Tolfenamic Acid	640	0.149349265004766	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	0	0.0142694885898887	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	10	0.0144632525555012	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	20	0.00177781510896821	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	40	0.00980730685985887	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	80	0.00622831703607355	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	160	0.00355563021793642	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	320	0.0133629370777953	PM
Enterococcus faecium	3	Erythromycin	1.15	Tolfenamic Acid	640	0.0464514122138573	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	0	0.0708486691459653	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	10	0.0366643924185156	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	20	0.0107260351877671	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	40	0.00713486854816695	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	80	0.00800613214504176	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	160	0.0133512572748708	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	320	0.0117100690892254	PM
Enterococcus faecium	3	Erythromycin	0.65	Tolfenamic Acid	640	0.0421834192638404	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	0	0.849851536036976	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	10	0.899898497542458	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	20	0.801945737899284	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	40	0.711468163768088	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	80	0.504502008409152	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	160	0.241264514247181	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	320	0.033238196882172	PM
Enterococcus faecium	3	Erythromycin	0.15	Tolfenamic Acid	640	0.131757815082072	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	0	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	10	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	20	1.07415136914759	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	40	0.996853956651314	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	80	0.813117810320249	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	160	0.480388803243904	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	320	0.10355100480358	PM
Enterococcus faecium	3	Erythromycin	0	Tolfenamic Acid	640	0.51001182972471	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	0	0.0189263199948651	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	10	0.00945752123683212	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	20	0.011185141505897	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	40	0.00514902824359204	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	80	0.0172099772470011	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	160	0.0197906100239167	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	320	0.00945752123683212	PM
Enterococcus faecalis	2	Erythromycin	3.15	Tolfenamic Acid	640	0.0341905968443821	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	0	0.011185141505897	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	10	0.00514902824359204	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	20	0.00343268549572803	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	40	0.00945752123683211	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	80	0.0137657742828126	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	160	0.012901484253761	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	320	0.011185141505897	PM
Enterococcus faecalis	2	Erythromycin	2.65	Tolfenamic Acid	640	0.0381046065397355	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	0	0.011185141505897	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	10	0.012901484253761	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	20	0.0154821170306766	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	40	0.00772966102050767	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	80	0.0120494315349486	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	160	0.0137657742828126	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	320	0.012901484253761	PM
Enterococcus faecalis	2	Erythromycin	2.15	Tolfenamic Acid	640	0.0214355874768844	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	0	0.00945752123683212	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	10	0.00945752123683211	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	20	0.00772966102050766	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	40	0.00945752123683212	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	80	0.00514902824359204	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	160	0.00945752123683212	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	320	0.0111738639846961	PM
Enterococcus faecalis	2	Erythromycin	1.65	Tolfenamic Acid	640	0.0113420624055178	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	0	0.0181080998396553	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	10	0.0103646386845092	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	20	0.0103100538501637	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	40	0.0273598040234378	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	80	0.0137657742828126	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	160	0.0206426627427291	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	320	0.0189148025264046	PM
Enterococcus faecalis	2	Erythromycin	1.15	Tolfenamic Acid	640	0.0175351815771926	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	0	0.26167928289362	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	10	0.223795287895631	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	20	0.139059274771405	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	40	0.0725358166275052	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	80	0.0138000867409343	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	160	0.011185141505897	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	320	0.0137542568143522	PM
Enterococcus faecalis	2	Erythromycin	0.65	Tolfenamic Acid	640	0.0336370603713813	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	0	0.721104861151519	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	10	0.688706087798051	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	20	0.616671895517365	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	40	0.510430687334924	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	80	0.309814218785432	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	160	0.110514668875781	PM
Enterococcus faecalis	2	Erythromycin	0.15	Tolfenamic Acid	320	0.0171984597785406	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	0	1.0924558252561	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	10	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	20	1.0688720074359	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	40	0.994858530095085	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	80	0.828240112823202	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	160	0.576943827746662	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	320	0.201228649942743	PM
Enterococcus faecalis	2	Erythromycin	0	Tolfenamic Acid	640	0.510146778856348	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	0	0.00786578187966945	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	10	0.0136507023913654	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	20	0.0131166151282706	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	40	0.00945428155197734	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	80	0.014177908595972	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	160	0.0105016664972023	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	320	0.0115559325009156	PM
Enterococcus faecalis	3	Erythromycin	3.15	Tolfenamic Acid	640	0.036725044098972	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	0	0.00733872208056269	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	10	0.0110079367153443	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	40	0.0162726784864218	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	80	0.014177908595972	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	160	0.0104946390332142	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	320	0.00944725408798925	PM
Enterococcus faecalis	3	Erythromycin	2.65	Tolfenamic Acid	640	0.0230964900570362	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	0	0.0115351429199508	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	10	0.0125964363876522	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	20	0.163750305712983	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	40	0.0115559325009156	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	80	0.00996757923410742	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	160	0.0115489050369275	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	320	0.00944725408798925	PM
Enterococcus faecalis	3	Erythromycin	2.15	Tolfenamic Acid	640	0.0345008543983187	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	0	0.0199350120627151	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	10	0.237013481389188	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	20	0.00577101198921957	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	40	0.00735248419753937	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	80	0.00577101198921957	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	160	0.00839986914276431	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	320	0.00839986914276431	PM
Enterococcus faecalis	3	Erythromycin	1.65	Tolfenamic Acid	640	0.0284946412569264	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	0	0.0115636770649482	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	10	0.0142012279540116	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	20	0.0105158678306782	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	40	0.00839986914276431	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	80	0.014177908595972	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	160	0.00577101198921956	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	320	0.00681839693444451	PM
Enterococcus faecalis	3	Erythromycin	1.15	Tolfenamic Acid	640	0.03732164898919	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	0	0.292416609413917	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	10	0.270437503320192	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	20	0.187748238205476	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	40	0.100137848098291	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	80	0.021324855401929	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	160	0.0136438213328771	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	320	0.0157454722818153	PM
Enterococcus faecalis	3	Erythromycin	0.65	Tolfenamic Acid	640	0.0682987041045117	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	0	0.772300688790897	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	10	0.756161319371422	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	20	0.70198027227609	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	40	0.606153613481721	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	80	0.397960307858557	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	160	0.155436809831954	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	320	0.00683245186242069	PM
Enterococcus faecalis	3	Erythromycin	0.15	Tolfenamic Acid	640	0.0592677689879691	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	0	1.05760434191862	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	10	1.02763864985141	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	20	1.04400209974768	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	40	0.999776512004629	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	80	0.890234681065378	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	160	0.696224403523101	PM
Enterococcus faecalis	3	Erythromycin	0	Tolfenamic Acid	320	0.565729697728352	PM
SADSM20231	1	Doxycycline	0	Diflunisal	0	0.909200382	EC
SADSM20231	1	Doxycycline	0	Diflunisal	10	0.884069579	EC
SADSM20231	1	Doxycycline	0	Diflunisal	20	0.818408672	EC
SADSM20231	1	Doxycycline	0	Diflunisal	40	0.684252958	EC
SADSM20231	1	Doxycycline	0	Diflunisal	80	0.547316814	EC
SADSM20231	1	Doxycycline	0	Diflunisal	160	0.451659352	EC
SADSM20231	1	Doxycycline	0	Diflunisal	320	0.208264849	EC
SADSM20231	1	Doxycycline	0	Diflunisal	640	0.009731503	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	0	0.296543479	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	10	0.445082568	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	20	0.297505935	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	40	0.386372734	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	80	0.184898549	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	160	0.239491209	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	320	0.086407188	EC
SADSM20231	1	Doxycycline	0.03	Diflunisal	640	0.045930553	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	0	0.167734745	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	10	0.16115796	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	20	0.214948573	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	40	0.175434395	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	80	0.171798449	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	160	0.123033997	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	320	0.045449325	EC
SADSM20231	1	Doxycycline	0.05	Diflunisal	640	0.045663204	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	0	0.101164851	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	10	0.126723412	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	20	0.114906588	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	40	0.061169445	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	80	0.131000996	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	160	0.106137542	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	320	0.049566499	EC
SADSM20231	1	Doxycycline	0.08	Diflunisal	640	0.047695057	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	0	0.104533448	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	10	0.099293408	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	20	0.08057898	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	40	0.092556214	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	80	0.119130702	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	160	0.084428805	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	320	0.073039739	EC
SADSM20231	1	Doxycycline	0.1	Diflunisal	640	0.068227458	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	0	0.09089865	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	10	0.114158011	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	20	0.10913185	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	40	0.107313877	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	80	0.103410582	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	160	0.07795896	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	320	0.076301396	EC
SADSM20231	1	Doxycycline	0.13	Diflunisal	640	0.106030602	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	0	0.080204691	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	10	0.089241087	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	20	0.057373089	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	40	0.079990812	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	80	0.100469743	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	160	0.078974886	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	320	0.080151222	EC
SADSM20231	1	Doxycycline	0.16	Diflunisal	640	0.079402645	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	0	0.056303693	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	10	0.024061407	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	20	0.049245681	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	40	0.027750823	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	80	0.075125061	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	160	0.078333249	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	320	0.066676833	EC
SADSM20231	1	Doxycycline	0.18	Diflunisal	640	0.100309334	EC
SADSM20231	2	Doxycycline	0	Diflunisal	0	0.900989721	EC
SADSM20231	2	Doxycycline	0	Diflunisal	10	0.911283326	EC
SADSM20231	2	Doxycycline	0	Diflunisal	20	0.775910443	EC
SADSM20231	2	Doxycycline	0	Diflunisal	40	0.719894078	EC
SADSM20231	2	Doxycycline	0	Diflunisal	80	0.573748818	EC
SADSM20231	2	Doxycycline	0	Diflunisal	160	0.425449082	EC
SADSM20231	2	Doxycycline	0	Diflunisal	320	0.153326846	EC
SADSM20231	2	Doxycycline	0	Diflunisal	640	0.009934526	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	0	0.359917116	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	10	0.47482248	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	20	0.352735531	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	40	0.438854707	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	80	0.089590276	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	160	0.238129399	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	320	0.103773907	EC
SADSM20231	2	Doxycycline	0.03	Diflunisal	640	0.008737595	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	0	0.167570323	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	10	0.196476204	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	20	0.183250118	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	40	0.205094106	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	80	0.19360357	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	160	0.113708434	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	320	0.034710996	EC
SADSM20231	2	Doxycycline	0.05	Diflunisal	640	0.022262914	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	0	0.121967257	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	10	0.116042449	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	20	0.078937592	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	40	0.123702807	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	80	0.114546285	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	160	0.070738615	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	320	0.026332479	EC
SADSM20231	2	Doxycycline	0.08	Diflunisal	640	0.037703323	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	0	0.092163678	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	10	0.094677233	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	20	0.076244497	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	40	0.095874164	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	80	0.0519468	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	160	0.052605112	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	320	0.043328898	EC
SADSM20231	2	Doxycycline	0.1	Diflunisal	640	0.040635803	EC
SADSM20231	2	Doxycycline	0.13	Diflunisal	0	0.06529258	EC
