DrugX	DrugXConc	ABX	ABXConc	Strain	Replicate	normAUC	Exp	Strain_name
Tolfenamic acid	5	Doxycycline	0.0375	NT5054	1	0.009573069759677196	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0375	NT5054	1	0.004147094574539673	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.05	NT5054	1	0.01261104621609393	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.05	NT5054	1	0.01239332816600721	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.05	NT5054	1	0.011435368755143971	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.05	NT5054	1	0.0032625678805200523	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.05	NT5054	1	0.003259188732063912	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.05	NT5054	1	0.014130300383357193	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.05	NT5054	1	0.003928994253800892	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.05	NT5054	1	0.007173525776827694	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0625	NT5054	1	0.011306247115250863	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0625	NT5054	1	0.012395079629528637	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0625	NT5054	1	0.005003405369213777	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0625	NT5054	1	0.0021744627377285808	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0625	NT5054	1	0.0036943835836386425	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0625	NT5054	1	0.005223849430771006	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0625	NT5054	1	0.00782631794542126	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0625	NT5054	1	0.008913460124091246	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.075	NT5054	1	0.011089374559273618	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.075	NT5054	1	0.009784635716195964	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.075	NT5054	1	0.0019551739974166724	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.075	NT5054	1	0.004129578652750432	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.075	NT5054	1	0.008043795399520454	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.075	NT5054	1	0.009131842459917104	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.075	NT5054	1	0.00695677482406658	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.075	NT5054	1	0.0071734659541364005	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0875	NT5054	1	0.011106383185881748	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0875	NT5054	1	0.004349530591116165	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0875	NT5054	1	0.0030432225805727365	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0875	NT5054	1	0.006957620970787235	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0875	NT5054	1	0.006521519279652318	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0875	NT5054	1	0.008043795399520454	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0875	NT5054	1	0.00826302453467812	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0875	NT5054	1	0.008916722455146584	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0	NT5054	2	0.005948047158959768	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0	NT5054	2	0.005127058889646711	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0	NT5054	2	0.005330695822492565	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0	NT5054	2	0.23170952809657036	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0	NT5054	2	0.662292151535424	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0	NT5054	2	0.8441271213054715	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0	NT5054	2	0.8648557407959747	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0	NT5054	2	1.0103633383744934	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0125	NT5054	2	0.010457811135489764	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0125	NT5054	2	0.010460147677933395	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0125	NT5054	2	0.008613736346020891	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0125	NT5054	2	0.20630416545804553	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0125	NT5054	2	0.4708279637710523	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0125	NT5054	2	0.6268314261257565	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0125	NT5054	2	0.6857796669782401	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0125	NT5054	2	0.670488547183992	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.025	NT5054	2	0.012351626331729332	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.025	NT5054	2	0.011895011263089146	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.025	NT5054	2	0.003280701518974872	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.025	NT5054	2	0.13914867181926976	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.025	NT5054	2	0.0533611399659941	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.025	NT5054	2	0.10782641821045975	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.025	NT5054	2	0.05702682102574717	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.025	NT5054	2	0.05554197837554026	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0375	NT5054	2	0.01189455543074064	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0375	NT5054	2	0.01025337695773086	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0375	NT5054	2	0.044741255662762935	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0375	NT5054	2	0.03801835697052565	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0375	NT5054	2	0.02386937775803349	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0375	NT5054	2	0.009546276037640829	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0375	NT5054	2	0.005218184972126946	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0375	NT5054	2	0.005988922622673412	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.05	NT5054	2	0.01025411777929342	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.05	NT5054	2	0.011074307367462661	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.05	NT5054	2	0.018470411601887858	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.05	NT5054	2	0.004517699799175969	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.05	NT5054	2	0.003895659889647957	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.05	NT5054	2	0.0063562321421446605	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.05	NT5054	2	0.005780013617635462	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.05	NT5054	2	0.005976248916146356	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0625	NT5054	2	0.011903968042463367	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0625	NT5054	2	0.011697788920382791	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0625	NT5054	2	0.004924213867142591	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0625	NT5054	2	0.002665062238078671	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0625	NT5054	2	0.006566218163579763	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0625	NT5054	2	0.008219301994585405	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0625	NT5054	2	0.007586888884350107	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0625	NT5054	2	0.007006875874037199	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.075	NT5054	2	0.011895295636775738	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.075	NT5054	2	0.0022621529751558848	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.075	NT5054	2	0.006998804016971078	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.075	NT5054	2	0.004920401221320966	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.075	NT5054	2	0.006971930718852831	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.075	NT5054	2	0.006971931334380308	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.075	NT5054	2	0.008407877358838996	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.075	NT5054	2	0.007997354602155508	CG7-5-6	B. ovatus
Tolfenamic acid	320	Doxycycline	0.0875	NT5054	2	0.011690860843489363	CG7-5-6	B. ovatus
Tolfenamic acid	160	Doxycycline	0.0875	NT5054	2	0.014914164169113545	CG7-5-6	B. ovatus
Tolfenamic acid	80	Doxycycline	0.0875	NT5054	2	0.002664265198341423	CG7-5-6	B. ovatus
Tolfenamic acid	40	Doxycycline	0.0875	NT5054	2	0.004305443671351201	CG7-5-6	B. ovatus
Tolfenamic acid	20	Doxycycline	0.0875	NT5054	2	0.00820258684553084	CG7-5-6	B. ovatus
Tolfenamic acid	10	Doxycycline	0.0875	NT5054	2	0.0038957189802841245	CG7-5-6	B. ovatus
Tolfenamic acid	5	Doxycycline	0.0875	NT5054	2	0.006150885615837599	CG7-5-6	B. ovatus
Tolfenamic acid	0	Doxycycline	0.0875	NT5054	2	0.005978311430327064	CG7-5-6	B. ovatus
Diflunisal	640	Doxycycline	0	NT5019	1	0.03980017094779291	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	0	NT5019	1	0.02990456540332971	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	0	NT5019	1	0.024429429305399323	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	0	NT5019	1	0.6030811847014755	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	0	NT5019	1	0.7386149711055708	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	0	NT5019	1	0.8028700958048425	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	0	NT5019	1	0.8359271586403971	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	0	NT5019	1	0.9095956679302656	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	1.25	NT5019	1	0.04742429716276681	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	1.25	NT5019	1	0.030968896281519488	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	1.25	NT5019	1	0.030282872056434103	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	1.25	NT5019	1	0.3617382815917331	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	1.25	NT5019	1	0.4581666647125532	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	1.25	NT5019	1	0.476917125821765	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	1.25	NT5019	1	0.47911135988242154	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	1.25	NT5019	1	0.4925595967392427	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	2.5	NT5019	1	0.046425373283684006	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	2.5	NT5019	1	0.058625643259074656	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	2.5	NT5019	1	0.021793632277756363	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	2.5	NT5019	1	0.2736423646915539	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	2.5	NT5019	1	0.2922397255606449	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	2.5	NT5019	1	0.32570635188020436	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	2.5	NT5019	1	0.32202426154417646	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	2.5	NT5019	1	0.2860868819601492	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	3.75	NT5019	1	0.052008466241034536	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	3.75	NT5019	1	0.032192301461714555	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	3.75	NT5019	1	0.026286416699049735	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	3.75	NT5019	1	0.1376161529656047	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	3.75	NT5019	1	0.1514313363879129	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	3.75	NT5019	1	0.13293151742003476	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	3.75	NT5019	1	0.12006912279365776	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	3.75	NT5019	1	0.09628283697447973	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	5	NT5019	1	0.03967428345189554	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	5	NT5019	1	0.05141001822227744	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	5	NT5019	1	0.03294775991893777	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	5	NT5019	1	0.09432298941167569	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	5	NT5019	1	0.0572528782234695	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	5	NT5019	1	0.07116769216825619	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	5	NT5019	1	0.08071817550295632	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	5	NT5019	1	0.08985897900208659	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	6.25	NT5019	1	0.06593840144353603	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	6.25	NT5019	1	0.03466182170771832	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	6.25	NT5019	1	0.03487247085523945	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	6.25	NT5019	1	0.052699987796268756	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	6.25	NT5019	1	0.04969149650876549	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	6.25	NT5019	1	0.07225978080310723	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	6.25	NT5019	1	0.04653120194141325	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	6.25	NT5019	1	0.05207483234129792	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	7.5	NT5019	1	0.04244838047338921	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	7.5	NT5019	1	0.04880589002469483	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	7.5	NT5019	1	0.031337023672583536	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	7.5	NT5019	1	0.06535218909195313	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	7.5	NT5019	1	0.04303535817386806	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	7.5	NT5019	1	0.03252383693447724	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	7.5	NT5019	1	0.07225551327080507	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	7.5	NT5019	1	0.059548641761052006	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	8.75	NT5019	1	0.033998437560202176	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	8.75	NT5019	1	0.032116536411131526	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	8.75	NT5019	1	0.05847872084451203	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	8.75	NT5019	1	0.04993012179022656	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	8.75	NT5019	1	0.053636760025982895	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	8.75	NT5019	1	0.061695783631715406	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	8.75	NT5019	1	0.04673344328401528	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	8.75	NT5019	1	0.04729674175057369	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	0	NT5019	2	0.030022126478231125	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	0	NT5019	2	0.03514560217518162	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	0	NT5019	2	0.03912548837249939	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	0	NT5019	2	0.5819495171115493	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	0	NT5019	2	0.7186574657548922	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	0	NT5019	2	0.790131635462211	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	0	NT5019	2	0.8451487761314915	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	0	NT5019	2	0.9103794679363034	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	1.25	NT5019	2	0.040799771074722914	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	1.25	NT5019	2	0.03599242954279967	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	1.25	NT5019	2	0.022689428842207808	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	1.25	NT5019	2	0.38512726738230435	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	1.25	NT5019	2	0.49289566151473063	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	1.25	NT5019	2	0.3924968264855338	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	1.25	NT5019	2	0.5065091219332153	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	1.25	NT5019	2	0.4968121014107518	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	2.5	NT5019	2	0.02889680609713986	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	2.5	NT5019	2	0.022108343872298195	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	2.5	NT5019	2	0.028338869697657705	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	2.5	NT5019	2	0.27963282552052476	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	2.5	NT5019	2	0.2852904340802275	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	2.5	NT5019	2	0.252441006961753	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	2.5	NT5019	2	0.2519580070020758	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	2.5	NT5019	2	0.314851978385588	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	3.75	NT5019	2	0.04136210888575088	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	3.75	NT5019	2	0.03401114610067883	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	3.75	NT5019	2	0.037972605533886254	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	3.75	NT5019	2	0.14463542108557	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	3.75	NT5019	2	0.1797988109365306	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	3.75	NT5019	2	0.1661897502283805	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	3.75	NT5019	2	0.20305482589230633	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	3.75	NT5019	2	0.13092185490909922	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	5	NT5019	2	0.03285826609741767	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	5	NT5019	2	0.04018416493041208	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	5	NT5019	2	0.02914060595362729	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	5	NT5019	2	0.0879153886334355	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	5	NT5019	2	0.07940697487950937	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	5	NT5019	2	0.0858838290514044	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	5	NT5019	2	0.09168724793330689	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	5	NT5019	2	0.07395550887173241	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	6.25	NT5019	2	0.044192207857152936	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	6.25	NT5019	2	0.04018416493041208	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	6.25	NT5019	2	0.03409887979387891	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	6.25	NT5019	2	0.06409671206943808	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	6.25	NT5019	2	0.07641513870829594	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	6.25	NT5019	2	0.0680630628630097	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	6.25	NT5019	2	0.055710202100463554	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	6.25	NT5019	2	0.10264568076691684	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	7.5	NT5019	2	0.03964688369954666	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	7.5	NT5019	2	0.058891365014215595	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	7.5	NT5019	2	0.07531371845257312	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	7.5	NT5019	2	0.03285489573620938	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	7.5	NT5019	2	0.06025146705029189	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	7.5	NT5019	2	0.05915089615965419	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	7.5	NT5019	2	0.08070995000736245	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	7.5	NT5019	2	0.09180000799689148	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	8.75	NT5019	2	0.0656399964021744	CG7-5-6	P. copri
Diflunisal	320	Doxycycline	8.75	NT5019	2	0.06853895948431354	CG7-5-6	P. copri
Diflunisal	160	Doxycycline	8.75	NT5019	2	0.06286227486490191	CG7-5-6	P. copri
Diflunisal	80	Doxycycline	8.75	NT5019	2	0.07704312493569962	CG7-5-6	P. copri
Diflunisal	40	Doxycycline	8.75	NT5019	2	0.08667686304020975	CG7-5-6	P. copri
Diflunisal	20	Doxycycline	8.75	NT5019	2	0.07307694483031589	CG7-5-6	P. copri
Diflunisal	10	Doxycycline	8.75	NT5019	2	0.0957343973279074	CG7-5-6	P. copri
Diflunisal	0	Doxycycline	8.75	NT5019	2	0.08791480876538206	CG7-5-6	P. copri
Diflunisal	640	Doxycycline	0	NT5004	1	0.005725489817454969	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0	NT5004	1	0.12785200328515042	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0	NT5004	1	0.15740928835732848	CG7-5-6	B. thetaiotaomicron
Diflunisal	80	Doxycycline	0	NT5004	1	0.736173511677683	CG7-5-6	B. thetaiotaomicron
Diflunisal	40	Doxycycline	0	NT5004	1	0.8509601893205098	CG7-5-6	B. thetaiotaomicron
Diflunisal	20	Doxycycline	0	NT5004	1	0.9093839570668538	CG7-5-6	B. thetaiotaomicron
Diflunisal	10	Doxycycline	0	NT5004	1	0.9530242708821829	CG7-5-6	B. thetaiotaomicron
Diflunisal	0	Doxycycline	0	NT5004	1	1.0060702459971922	CG7-5-6	B. thetaiotaomicron
Diflunisal	640	Doxycycline	0.0125	NT5004	1	0.02760617361401526	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0.0125	NT5004	1	0.14411746967100972	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0.0125	NT5004	1	0.2014609986862624	CG7-5-6	B. thetaiotaomicron
Diflunisal	80	Doxycycline	0.0125	NT5004	1	0.6539983885524736	CG7-5-6	B. thetaiotaomicron
Diflunisal	40	Doxycycline	0.0125	NT5004	1	0.7630762251658515	CG7-5-6	B. thetaiotaomicron
Diflunisal	20	Doxycycline	0.0125	NT5004	1	0.7778988844373806	CG7-5-6	B. thetaiotaomicron
Diflunisal	10	Doxycycline	0.0125	NT5004	1	0.5901367563533677	CG7-5-6	B. thetaiotaomicron
Diflunisal	0	Doxycycline	0.0125	NT5004	1	0.7647669627497385	CG7-5-6	B. thetaiotaomicron
Diflunisal	640	Doxycycline	0.025	NT5004	1	0.012601091189121007	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0.025	NT5004	1	0.10738810506872705	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0.025	NT5004	1	0.13289287282782056	CG7-5-6	B. thetaiotaomicron
Diflunisal	80	Doxycycline	0.025	NT5004	1	0.4536361130863143	CG7-5-6	B. thetaiotaomicron
Diflunisal	40	Doxycycline	0.025	NT5004	1	0.4474943409278112	CG7-5-6	B. thetaiotaomicron
Diflunisal	20	Doxycycline	0.025	NT5004	1	0.3847722931502942	CG7-5-6	B. thetaiotaomicron
Diflunisal	10	Doxycycline	0.025	NT5004	1	0.17673807593985844	CG7-5-6	B. thetaiotaomicron
Diflunisal	0	Doxycycline	0.025	NT5004	1	0.2394367020926785	CG7-5-6	B. thetaiotaomicron
Diflunisal	640	Doxycycline	0.0375	NT5004	1	0.007132328946955416	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0.0375	NT5004	1	0.09806585498249215	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0.0375	NT5004	1	0.09142121758285475	CG7-5-6	B. thetaiotaomicron
Diflunisal	80	Doxycycline	0.0375	NT5004	1	0.11509342398590607	CG7-5-6	B. thetaiotaomicron
Diflunisal	40	Doxycycline	0.0375	NT5004	1	0.057510483213525	CG7-5-6	B. thetaiotaomicron
Diflunisal	20	Doxycycline	0.0375	NT5004	1	0.036660096277539855	CG7-5-6	B. thetaiotaomicron
Diflunisal	10	Doxycycline	0.0375	NT5004	1	0.022912520317861312	CG7-5-6	B. thetaiotaomicron
Diflunisal	0	Doxycycline	0.0375	NT5004	1	0.02268155611677751	CG7-5-6	B. thetaiotaomicron
Diflunisal	640	Doxycycline	0.05	NT5004	1	0.0066928388993188126	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0.05	NT5004	1	0.05682325468719107	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0.05	NT5004	1	0.06323781860505932	CG7-5-6	B. thetaiotaomicron
Diflunisal	80	Doxycycline	0.05	NT5004	1	0.024287360808898345	CG7-5-6	B. thetaiotaomicron
Diflunisal	40	Doxycycline	0.05	NT5004	1	0.017870823962271343	CG7-5-6	B. thetaiotaomicron
Diflunisal	20	Doxycycline	0.05	NT5004	1	0.010538894129905146	CG7-5-6	B. thetaiotaomicron
Diflunisal	10	Doxycycline	0.05	NT5004	1	0.006000345803777596	CG7-5-6	B. thetaiotaomicron
Diflunisal	0	Doxycycline	0.05	NT5004	1	0.005610278093532104	CG7-5-6	B. thetaiotaomicron
Diflunisal	640	Doxycycline	0.0625	NT5004	1	0.0069349070576739755	CG7-5-6	B. thetaiotaomicron
Diflunisal	320	Doxycycline	0.0625	NT5004	1	0.026039327970005972	CG7-5-6	B. thetaiotaomicron
Diflunisal	160	Doxycycline	0.0625	NT5004	1	0.030702879352476155	CG7-5-6	B. thetaiotaomicron
