Drug	ABX	Strain	Replicate	normAUC	Exp
Clonixin Lysinate	Doxycycline	NT5001	R2	0.1259326264636238	LM18-20
Viomycin sulfate	Doxycycline	NT5001	R2	0.04586549795376676	LM18-20
Erythromycin	Doxycycline	NT5001	R2	0.010054039302410962	LM18-20
Chloroxine	Doxycycline	NT5001	R2	0.013311300963267512	LM18-20
Didanosine	Doxycycline	NT5001	R2	0.02492781877532824	LM18-20
Josamycin	Doxycycline	NT5001	R2	0.016444071081360385	LM18-20
Estropipate	Erythromycin	NT5001	R1	0.012697903992578018	LM18-12
Paclitaxel	Doxycycline	NT5001	R2	0.019734627040076388	LM18-20
Gallamine triethiodide	Doxycycline	NT5001	R2	0.040751626020468154	LM18-20
Neomycin sulfate	Doxycycline	NT5001	R2	0.04554352842583093	LM18-20
Dihydrostreptomycin sulfate	Doxycycline	NT5001	R2	0.04857984388417059	LM18-20
Gentamicine sulfate	Doxycycline	NT5001	R2	0.04234731297471073	LM18-20
Saquinavir mesylate	Doxycycline	NT5001	R2	0.05609374555636193	LM18-20
Sertaconazole nitrate	Doxycycline	NT5001	R2	0.06682162296330323	LM18-20
Isoniazid	Doxycycline	NT5001	R2	0.033559800598587076	LM18-20
Pentylenetetrazole	Doxycycline	NT5001	R2	0.03899102450636156	LM18-20
Butylscopolammonium (n-) bromide	Erythromycin	NT5001	R1	0.03980680490248281	LM18-12
Chlorzoxazone	Doxycycline	NT5001	R2	0.03643390816611836	LM18-20
Ornidazole	Doxycycline	NT5001	R2	0.011334814784353322	LM18-20
Ethosuximide	Doxycycline	NT5001	R2	0.0314730575849744	LM18-20
Riluzole hydrochloride	Doxycycline	NT5001	R2	0.03515566712760339	LM18-20
Nitrofurantoin	Doxycycline	NT5001	R2	0.03131758630456606	LM18-20
Hydralazine hydrochloride	Doxycycline	NT5001	R2	0.03867358162615058	LM18-20
Phenelzine sulfate	Doxycycline	NT5001	R2	0.03597927295224926	LM18-20
Repaglinide	Doxycycline	NT5001	R2	0.050180343783286195	LM18-20
Piperidolate hydrochloride	Doxycycline	NT5001	R2	0.07926382909090877	LM18-20
Irinotecan hydrochloride trihydrate	Erythromycin	NT5001	R1	0.037404050817420674	LM18-12
Tranexamic acid	Doxycycline	NT5001	R2	0.03356984819163413	LM18-20
Etofylline	Doxycycline	NT5001	R2	0.03371960521223958	LM18-20
Tranylcypromine hydrochloride	Doxycycline	NT5001	R2	0.03291816225136169	LM18-20
Alverine citrate salt	Doxycycline	NT5001	R2	0.03547528402358205	LM18-20
Aceclofenac	Doxycycline	NT5001	R2	0.04346820060593908	LM18-20
Sulfamethoxazole	Doxycycline	NT5001	R2	0.032666250181388246	LM18-20
Mephenesin	Doxycycline	NT5001	R2	0.03835414446470973	LM18-20
Phenformin hydrochloride	Doxycycline	NT5001	R2	0.037714866577879175	LM18-20
Flutamide	Doxycycline	NT5001	R2	0.03883135361520519	LM18-20
Clarithromycin	Erythromycin	NT5001	R1	0.0118341845118161	LM18-12
Trifluridine	Doxycycline	NT5001	R2	0.026847648953746164	LM18-20
Milrinone	Doxycycline	NT5001	R2	0.05049746809401424	LM18-20
Ampyrone	Doxycycline	NT5001	R2	0.03822806969525198	LM18-20
Levamisole hydrochloride	Doxycycline	NT5001	R2	0.03691582305982028	LM18-20
Pargyline hydrochloride	Doxycycline	NT5001	R2	0.013416858285556822	LM18-20
Methocarbamol	Doxycycline	NT5001	R2	0.033237921177566174	LM18-20
Aztreonam	Doxycycline	NT5001	R2	0.02956463109726679	LM18-20
Catharanthine	Doxycycline	NT5001	R2	0.05161857667890103	LM18-20
Pentolinium bitartrate	Doxycycline	NT5001	R2	0.039630168830460076	LM18-20
Vecuronium bromide	Erythromycin	NT5001	R1	0.025093767508022474	LM18-12
Aminopurine, 6-benzyl	Doxycycline	NT5001	R2	0.03244114034431357	LM18-20
Tolbutamide	Doxycycline	NT5001	R2	0.039312952016356595	LM18-20
Methantheline bromide	Doxycycline	NT5001	R2	0.03435657919514318	LM18-20
(R)-Propranolol hydrochloride	Doxycycline	NT5001	R2	0.05784861644098655	LM18-20
Midodrine hydrochloride	Doxycycline	NT5001	R2	0.04682164484839969	LM18-20
Thalidomide	Doxycycline	NT5001	R2	0.04042935070417202	LM18-20
Oxolinic acid	Doxycycline	NT5001	R2	0.033559704420638846	LM18-20
Nimesulide	Doxycycline	NT5001	R2	0.048582080207911334	LM18-20
Asenapine maleate	Doxycycline	NT5001	R2	0.03979016132661608	LM18-20
Tolnaftate	Erythromycin	NT5001	R1	0.019027863519394013	LM18-12
Tylosin	Erythromycin	NT5001	R1	0.008573238882199994	LM18-12
Metaraminol bitartrate	Doxycycline	NT5001	R2	0.0397923765615044	LM18-20
Salbutamol	Doxycycline	NT5001	R2	0.0354752381713044	LM18-20
Prilocaine hydrochloride	Doxycycline	NT5001	R2	0.04282643093267809	LM18-20
Camptothecine (S,+)	Doxycycline	NT5001	R2	0.03659629643052062	LM18-20
Ciprofibrate	Doxycycline	NT5001	R2	0.04426724412399794	LM18-20
Topiramate	Doxycycline	NT5001	R2	0.055933314188405664	LM18-20
Ranitidine hydrochloride	Doxycycline	NT5001	R2	0.04120932164058824	LM18-20
Tiratricol, 3,3',5-triiodothyroacetic acid	Doxycycline	NT5001	R2	0.11506172313643734	LM18-20
Flufenamic acid	Doxycycline	NT5001	R2	0.06983729956285738	LM18-20
Flumequine	Doxycycline	NT5001	R2	0.025813397908149432	LM18-20
Citalopram Hydrobromide	Erythromycin	NT5001	R1	0.0351755460225413	LM18-12
Tolfenamic acid	Doxycycline	NT5001	R2	0.16684392768887726	LM18-20
Tibolone	Doxycycline	NT5001	R2	0.04490634563133542	LM18-20
Trimethoprim	Doxycycline	NT5001	R2	0.04250635950802386	LM18-20
Metoclopramide monohydrochloride	Doxycycline	NT5001	R2	0.04337727290558043	LM18-20
Fenbendazole	Doxycycline	NT5001	R2	0.038915884851436655	LM18-20
D-cycloserine	Doxycycline	NT5001	R2	0.04240689715065335	LM18-20
Cyclopentolate hydrochloride	Doxycycline	NT5001	R2	0.06488032922415837	LM18-20
Piroxicam	Doxycycline	NT5001	R2	0.051778248209113545	LM18-20
Pyrantel tartrate	Doxycycline	NT5001	R2	0.038513862646020074	LM18-20
Promazine hydrochloride	Erythromycin	NT5001	R1	0.03002658884022831	LM18-12
Fenspiride hydrochloride	Doxycycline	NT5001	R2	0.02636356867153442	LM18-20
Gemfibrozil	Doxycycline	NT5001	R2	0.03601215861481168	LM18-20
Mefexamide hydrochloride	Doxycycline	NT5001	R2	0.0343587501753942	LM18-20
Mebendazole	Doxycycline	NT5001	R2	0.05209818463315935	LM18-20
Fenbufen	Doxycycline	NT5001	R2	0.04202729634912006	LM18-20
Ketoprofen	Doxycycline	NT5001	R2	0.051296602677572245	LM18-20
Indapamide	Doxycycline	NT5001	R2	0.040589107069086396	LM18-20
Estriol	Doxycycline	NT5001	R2	0.0691955733454135	LM18-20
Verteporfin	Doxycycline	NT5001	R2	0.09161208851456883	LM18-20
Sulfamerazine	Erythromycin	NT5001	R1	0.03826495862196128	LM18-12
Norfloxacin	Doxycycline	NT5001	R2	0.03643394571066626	LM18-20
Antimycin A	Doxycycline	NT5001	R2	0.0535360513496092	LM18-20
Xylometazoline hydrochloride	Doxycycline	NT5001	R2	0.03643395114264338	LM18-20
Oxymetazoline hydrochloride	Doxycycline	NT5001	R2	0.042349311090277376	LM18-20
Nifenazone	Doxycycline	NT5001	R2	0.0479402119602416	LM18-20
Clemizole hydrochloride	Doxycycline	NT5001	R2	0.03678275396597482	LM18-20
Tropicamide	Doxycycline	NT5001	R2	0.04506370415107111	LM18-20
Nefopam hydrochloride	Doxycycline	NT5001	R2	0.04666183512229811	LM18-20
Phentolamine hydrochloride	Doxycycline	NT5001	R2	0.04458436843472597	LM18-20
Venlafaxine	Erythromycin	NT5001	R1	0.039185434778269614	LM18-12
Meropenem	Doxycycline	NT5001	R2	0.026365870977821063	LM18-20
Ronidazole	Doxycycline	NT5001	R2	0.00796974014601866	LM18-20
Etodolac	Doxycycline	NT5001	R2	0.05937867017908271	LM18-20
Scopolamin-N-oxide hydrobromide	Doxycycline	NT5001	R2	0.04698122243736047	LM18-20
Hyoscyamine (L)	Doxycycline	NT5001	R2	0.027167224470840124	LM18-20
Chlorphensin carbamate	Doxycycline	NT5001	R2	0.045702890493110424	LM18-20
Fadrozole hydrochloride	Doxycycline	NT5001	R2	0.04522582097638031	LM18-20
Ofloxacin	Doxycycline	NT5001	R2	0.022025652968287034	LM18-20
Lomefloxacin hydrochloride	Doxycycline	NT5001	R2	0.00590603249710268	LM18-20
Orphenadrine hydrochloride	Doxycycline	NT5001	R2	0.052254997558720345	LM18-20
Proglumide	Doxycycline	NT5001	R2	0.041936786345493166	LM18-20
Dorzolamide hydrochloride	Doxycycline	NT5001	R2	0.04857948904825199	LM18-20
Piretanide	Doxycycline	NT5001	R2	0.0452230226027694	LM18-20
Mexiletine hydrochloride	Doxycycline	NT5001	R2	0.03004134354138181	LM18-20
Flavoxate hydrochloride	Doxycycline	NT5001	R2	0.042825850509944044	LM18-20
Bufexamac	Doxycycline	NT5001	R2	0.02460785039847566	LM18-20
Glutethimide, para-amino	Doxycycline	NT5001	R2	0.036431293041853975	LM18-20
Dropropizine (R,S)	Doxycycline	NT5001	R2	0.025101144248665216	LM18-20
3-alpha-Hydroxy-5-beta-androstan-17-one	Erythromycin	NT5001	R1	0.016727778488947145	LM18-12
Albendazole	Doxycycline	NT5001	R2	0.04091160634280078	LM18-20
Clonidine hydrochloride	Doxycycline	NT5001	R2	0.035978735789581155	LM18-20
Bupropion hydrochloride	Doxycycline	NT5001	R2	0.04442398483621574	LM18-20
Alprenolol hydrochloride	Doxycycline	NT5001	R2	0.04026900608808597	LM18-20
Piperacetazine	Doxycycline	NT5001	R2	0.03771441716165269	LM18-20
Oxprenolol hydrochloride	Doxycycline	NT5001	R2	0.07271007246165208	LM18-20
Chlorothiazide	Doxycycline	NT5001	R2	0.038670877673083526	LM18-20
Diphenidol hydrochloride	Doxycycline	NT5001	R2	0.04250619367295702	LM18-20
Norethindrone	Doxycycline	NT5001	R2	0.0399493938252643	LM18-20
Nortriptyline hydrochloride	Doxycycline	NT5001	R2	0.03834890510963106	LM18-20
Tetrahydrozoline hydrochloride	Erythromycin	NT5001	R1	0.03517554602254137	LM18-12
Niflumic acid	Doxycycline	NT5001	R2	0.0553169986237985	LM18-20
Retinoic acid	Doxycycline	NT5001	R2	0.03835130295480973	LM18-20
Antazoline hydrochloride	Doxycycline	NT5001	R2	0.032917858699697856	LM18-20
Ethacrynic acid	Doxycycline	NT5001	R2	0.030409350302765523	LM18-20
Praziquantel	Doxycycline	NT5001	R2	0.03707175955413358	LM18-20
Ondansetron Hydrochloride	Doxycycline	NT5001	R2	0.03437483111972731	LM18-20
Ticarcillin sodium	Doxycycline	NT5001	R2	0.009234583212593354	LM18-20
Ethisterone	Doxycycline	NT5001	R2	0.04601030543015614	LM18-20
Triprolidine hydrochloride	Doxycycline	NT5001	R2	0.03777241942797811	LM18-20
Hexestrol	Erythromycin	NT5001	R1	0.025907500017604623	LM18-12
Doxepin hydrochloride	Doxycycline	NT5001	R2	0.03434912252824378	LM18-20
Dyclonine hydrochloride	Doxycycline	NT5001	R2	0.03831781786903388	LM18-20
Dimenhydrinate	Doxycycline	NT5001	R2	0.03765400502832428	LM18-20
Clotrimazole	Doxycycline	NT5001	R2	0.045455589417803775	LM18-20
Vinpocetine	Doxycycline	NT5001	R2	0.04282590227349092	LM18-20
Clomipramine hydrochloride	Doxycycline	NT5001	R2	0.03947218531382499	LM18-20
Fendiline hydrochloride	Doxycycline	NT5001	R2	0.05241446554955408	LM18-20
Thiethylperazine dimalate	Doxycycline	NT5001	R2	0.03339954113673092	LM18-20
Formestane	Doxycycline	NT5001	R2	0.11665968518387942	LM18-20
Cefmetazole sodium salt	Erythromycin	NT5001	R1	0.008061068996463392	LM18-12
Vincamine	Doxycycline	NT5001	R2	0.04554486112419771	LM18-20
Indomethacin	Doxycycline	NT5001	R2	0.05826043257441853	LM18-20
Cortisone	Doxycycline	NT5001	R2	0.031321987058232456	LM18-20
Prednisolone	Doxycycline	NT5001	R2	0.03563446715514391	LM18-20
Fenofibrate	Doxycycline	NT5001	R2	0.04490332215020122	LM18-20
Labetalol hydrochloride	Doxycycline	NT5001	R2	0.03339727877145271	LM18-20
Cinnarizine	Doxycycline	NT5001	R2	0.037075008268314585	LM18-20
Methylprednisolone, 6-alpha	Doxycycline	NT5001	R2	0.03451589700778535	LM18-20
Quinidine hydrochloride monohydrate	Doxycycline	NT5001	R2	0.04154738420414175	LM18-20
Fexofenadine HCl	Erythromycin	NT5001	R1	0.025906878362219412	LM18-12
Telmisartan	Erythromycin	NT5001	R1	0.02762121406583727	LM18-12
Benzylpenicillin sodium	Doxycycline	NT5001	R2	0.010348626871991097	LM18-20
2-Chloropyrazine	Doxycycline	NT5001	R2	0.059128694393158245	LM18-20
Fludrocortisone acetate	Doxycycline	NT5001	R2	0.045704583778901	LM18-20
Fenoterol hydrobromide	Doxycycline	NT5001	R2	0.040015308485364214	LM18-20
Homochlorcyclizine dihydrochloride	Doxycycline	NT5001	R2	0.024809503710427522	LM18-20
Diethylcarbamazine citrate	Doxycycline	NT5001	R2	0.03206904028628333	LM18-20
Chenodiol	Doxycycline	NT5001	R2	0.04490322900776963	LM18-20
Oxybutynin chloride	Doxycycline	NT5001	R2	0.044264181660439515	LM18-20
Spiperone	Doxycycline	NT5001	R2	0.03707500459374182	LM18-20
Docetaxel	Erythromycin	NT5001	R1	0.013896541251357333	LM18-12
Pyrilamine maleate	Doxycycline	NT5001	R2	0.04346766236090994	LM18-20
Sulfinpyrazone	Doxycycline	NT5001	R2	0.04250850221004094	LM18-20
(+,-)-Synephrine	Doxycycline	NT5001	R2	0.041070311332366924	LM18-20
(-)-Isoproterenol hydrochloride	Doxycycline	NT5001	R2	0.06734101742985384	LM18-20
Dantrolene sodium salt	Doxycycline	NT5001	R2	0.04394677920052903	LM18-20
Trazodone hydrochloride	Doxycycline	NT5001	R2	0.0579403518843751	LM18-20
Glafenine hydrochloride	Doxycycline	NT5001	R2	0.03755452355943348	LM18-20
Pimethixene maleate	Doxycycline	NT5001	R2	0.0423465264563734	LM18-20
Pergolide mesylate	Doxycycline	NT5001	R2	0.046181833669225014	LM18-20
Trihexyphenidyl-D,L Hydrochloride	Erythromycin	NT5001	R1	0.03534722282051834	LM18-12
Benzydamine hydrochloride	Doxycycline	NT5001	R2	0.037554388399061056	LM18-20
Fipexide hydrochloride	Doxycycline	NT5001	R2	0.03981217531915624	LM18-20
Mifepristone	Doxycycline	NT5001	R2	0.049699889239413854	LM18-20
Diperodon hydrochloride	Doxycycline	NT5001	R2	0.046341638442641574	LM18-20
Sarafloxacin	Doxycycline	NT5001	R2	0.010846336624227786	LM18-20
Ramipril	Doxycycline	NT5001	R2	0.0644022853065874	LM18-20
Lisinopril	Doxycycline	NT5001	R2	0.05385255353919044	LM18-20
Lincomycin hydrochloride	Doxycycline	NT5001	R2	0.009894408352262955	LM18-20
Telenzepine dihydrochloride	Doxycycline	NT5001	R2	0.037426605437004316	LM18-20
Econazole nitrate	Doxycycline	NT5001	R2	0.05059631367716462	LM18-20
Succinylsulfathiazole	Erythromycin	NT5001	R1	0.028904966726504285	LM18-12
Bupivacaine hydrochloride	Doxycycline	NT5001	R2	0.04314778009687148	LM18-20
Oxytetracycline dihydrate	Doxycycline	NT5001	R2	0.011030620018909308	LM18-20
Pimozide	Doxycycline	NT5001	R2	0.062005025343543546	LM18-20
Amodiaquin dihydrochloride dihydrate	Doxycycline	NT5001	R2	0.03937518390971693	LM18-20
Mebeverine hydrochloride	Doxycycline	NT5001	R2	0.040590750348734446	LM18-20
Mephenytoin	Doxycycline	NT5001	R2	0.05529074505592057	LM18-20
Azaperone	Doxycycline	NT5001	R2	0.07510711131127341	LM18-20
Ifenprodil tartrate	Doxycycline	NT5001	R2	0.052646664314581954	LM18-20
Flunarizine dihydrochloride	Doxycycline	NT5001	R2	0.054096354019345885	LM18-20
Famprofazone	Erythromycin	NT5001	R1	0.030418461811588225	LM18-12
Trifluoperazine dihydrochloride	Doxycycline	NT5001	R2	0.022053263389210737	LM18-20
Enalapril maleate	Doxycycline	NT5001	R2	0.04698313987209017	LM18-20
Minocycline hydrochloride	Doxycycline	NT5001	R2	0.007184455347087874	LM18-20
Guanethidine sulfate	Doxycycline	NT5001	R2	0.041229983980927705	LM18-20
Quinacrine dihydrochloride dihydrate	Doxycycline	NT5001	R2	0.03962944653726419	LM18-20
Clofilium tosylate	Doxycycline	NT5001	R2	0.038193798570511396	LM18-20
Fluphenazine dihydrochloride	Doxycycline	NT5001	R2	0.027484446716920723	LM18-20
Cefepime hydrochloride	Doxycycline	NT5001	R2	0.013903256690694525	LM18-20
Oxyphenbutazone	Doxycycline	NT5001	R2	0.025376782384776794	LM18-20
Bromopride	Erythromycin	NT5001	R1	0.039120242284786465	LM18-12
Streptomycin sulfate	Doxycycline	NT5001	R2	0.031159381865379147	LM18-20
Alfuzosin hydrochloride	Doxycycline	NT5001	R2	0.042026225930095015	LM18-20
Chlorpropamide	Doxycycline	NT5001	R2	0.042665461479456664	LM18-20
Phenylpropanolamine hydrochloride	Doxycycline	NT5001	R2	0.031266766236862364	LM18-20
Ascorbic acid	Doxycycline	NT5001	R2	0.035953550119722295	LM18-20
Cefoperazone dihydrate	Doxycycline	NT5001	R2	0.010981115106762446	LM18-20
Zoxazolamine	Doxycycline	NT5001	R2	0.040909790017259744	LM18-20
Tacrine hydrochloride	Doxycycline	NT5001	R2	0.04026611409275141	LM18-20
Bisoprolol fumarate	Doxycycline	NT5001	R2	0.03899213257649713	LM18-20
Methyl benzethonium chloride	Erythromycin	NT5001	R1	0.008216302562189765	LM18-12
Quinethazone	Doxycycline	NT5001	R2	0.05225379645271582	LM18-20
Propoxycaine hydrochloride	Doxycycline	NT5001	R2	0.0905771981799982	LM18-20
Tremorine dihydrochloride	Doxycycline	NT5001	R2	0.041837117319054803	LM18-20
Practolol	Doxycycline	NT5001	R2	0.04154684755675293	LM18-20
Zidovudine, AZT	Doxycycline	NT5001	R2	0.013468977978892889	LM18-20
Sulfisoxazole	Doxycycline	NT5001	R2	0.03787129766739984	LM18-20
Zaprinast	Doxycycline	NT5001	R2	0.04873796857900994	LM18-20
Procainamide hydrochloride	Doxycycline	NT5001	R2	0.033925632632153	LM18-20
N6-methyladenosine	Doxycycline	NT5001	R2	0.03659500601642134	LM18-20
Guanfacine hydrochloride	Doxycycline	NT5001	R2	0.043144803426599126	LM18-20
Domperidone	Doxycycline	NT5001	R2	0.03399258174853982	LM18-20
Oxaprozin	Doxycycline	NT5001	R2	0.06434129360417311	LM18-20
Mesalamine	Doxycycline	NT5001	R2	0.03962923085581885	LM18-20
Furosemide	Doxycycline	NT5001	R2	0.04010848269604636	LM18-20
Methapyrilene hydrochloride	Doxycycline	NT5001	R2	0.04234810982450886	LM18-20
Desipramine hydrochloride	Doxycycline	NT5001	R2	0.0354742115276246	LM18-20
Clorgyline hydrochloride	Doxycycline	NT5001	R2	0.03174767540735108	LM18-20
Clenbuterol hydrochloride	Doxycycline	NT5001	R2	0.0391497184404526	LM18-20
Diphenylpyraline hydrochloride	Erythromycin	NT5001	R1	0.038776937040378726	LM18-12
Thioguanosine	Doxycycline	NT5001	R2	0.03659287082331384	LM18-20
Chlorprothixene hydrochloride	Doxycycline	NT5001	R2	0.03083985584402901	LM18-20
Ritodrine hydrochloride	Doxycycline	NT5001	R2	0.0370745169939113	LM18-20
Clozapine	Doxycycline	NT5001	R2	0.04634042056690687	LM18-20
Vorinostat	Doxycycline	NT5001	R2	0.047459585350505054	LM18-20
Chlorambucil	Doxycycline	NT5001	R2	0.07318771180348851	LM18-20
Chlorthalidone	Doxycycline	NT5001	R2	0.04698007325466686	LM18-20
Dobutamine hydrochloride	Doxycycline	NT5001	R2	0.036115622211102094	LM18-20
Moclobemide	Doxycycline	NT5001	R2	0.03307939238628449	LM18-20
Clopamide	Doxycycline	NT5001	R2	0.045854665046747	LM18-20
Benzethonium chloride	Erythromycin	NT5001	R1	0.003933782253060431	LM18-12
Hycanthone	Doxycycline	NT5001	R2	0.03196081856435315	LM18-20
Amoxicillin	Doxycycline	NT5001	R2	0.013387339855981365	LM18-20
Pemirolast potassium	Doxycycline	NT5001	R2	0.039948763236623754	LM18-20
Dextromethorphan hydrobromide monohydrate	Doxycycline	NT5001	R2	0.044583078180390735	LM18-20
Droperidol	Doxycycline	NT5001	R2	0.04440924847765079	LM18-20
Methiazole	Doxycycline	NT5001	R2	0.01487189121596996	LM18-20
(S)-(-)-Cycloserine	Doxycycline	NT5001	R2	0.05500679010386069	LM18-20
Bambuterol hydrochloride	Doxycycline	NT5001	R2	0.04553513841744731	LM18-20
Betamethasone	Doxycycline	NT5001	R2	0.04490491446512256	LM18-20
Mecamylamine hydrochloride	Erythromycin	NT5001	R1	0.03431086896496965	LM18-12
Trioxsalen	Erythromycin	NT5001	R1	0.03894870958059441	LM18-12
Colchicine	Doxycycline	NT5001	R2	0.02075299366754443	LM18-20
Metergoline	Doxycycline	NT5001	R2	0.030087805997178346	LM18-20
Brinzolamide	Doxycycline	NT5001	R2	0.042186081029182164	LM18-20
Benfluorex hydrochloride	Doxycycline	NT5001	R2	0.06072299922874627	LM18-20
Bepridil hydrochloride	Doxycycline	NT5001	R2	0.04777907411572878	LM18-20
Meloxicam	Doxycycline	NT5001	R2	0.049377159713970234	LM18-20
Benzbromarone	Doxycycline	NT5001	R2	0.035149814917691924	LM18-20
Homosalate	Doxycycline	NT5001	R2	0.046021397029055625	LM18-20
Nialamide	Doxycycline	NT5001	R2	0.10179012939287786	LM18-20
Doxofylline	Erythromycin	NT5001	R1	0.032944516606575665	LM18-12
Ketotifen fumarate	Doxycycline	NT5001	R2	0.0449026081647351	LM18-20
Debrisoquin sulfate	Doxycycline	NT5001	R2	0.0433067860501201	LM18-20
Amethopterin (R,S)	Doxycycline	NT5001	R2	0.01804455452478056	LM18-20
Methylergometrine maleate	Doxycycline	NT5001	R2	0.04618107447053741	LM18-20
Methiothepin maleate	Doxycycline	NT5001	R2	0.018359074734962448	LM18-20
Nafronyl oxalate	Doxycycline	NT5001	R2	0.039791218591788934	LM18-20
Bezafibrate	Doxycycline	NT5001	R2	0.043304696869054304	LM18-20
Nefazodone HCl	Doxycycline	NT5001	R2	0.055928832860464926	LM18-20
Clebopride maleate	Doxycycline	NT5001	R2	0.045861503426836404	LM18-20
Cilnidipine	Erythromycin	NT5001	R1	0.02414275933222428	LM18-12
Toltrazuril	Doxycycline	NT5001	R2	0.06248302511303982	LM18-20
Rifabutin	Doxycycline	NT5001	R2	0.010259722814487438	LM18-20
Lidoflazine	Doxycycline	NT5001	R2	0.015641123835543624	LM18-20
Betaxolol hydrochloride	Doxycycline	NT5001	R2	0.04729986493249828	LM18-20
Nicardipine hydrochloride	Doxycycline	NT5001	R2	0.052093689725275824	LM18-20
Probucol	Doxycycline	NT5001	R2	0.042188301696047585	LM18-20
Mitoxantrone dihydrochloride	Doxycycline	NT5001	R2	0.044554844098971876	LM18-20
Carbetapentane citrate	Doxycycline	NT5001	R2	0.038992176192078294	LM18-20
Dequalinium dichloride	Doxycycline	NT5001	R2	0.013741000391383994	LM18-20
Rivastigmine	Erythromycin	NT5001	R1	0.03241898872676909	LM18-12
Ketoconazole	Doxycycline	NT5001	R2	0.04378412572783101	LM18-20
Fusidic acid sodium salt	Doxycycline	NT5001	R2	0.010216289850216284	LM18-20
Parbendazole	Doxycycline	NT5001	R2	0.0458558191915068	LM18-20
Clocortolone pivalate	Doxycycline	NT5001	R2	0.0969982661297033	LM18-20
Terbutaline hemisulfate	Doxycycline	NT5001	R2	0.05425843688789754	LM18-20
Ketanserin tartrate hydrate	Doxycycline	NT5001	R2	0.061682019106793766	LM18-20
Hemicholinium bromide	Doxycycline	NT5001	R2	0.04762157037048657	LM18-20
Kanamycin A sulfate	Doxycycline	NT5001	R2	0.04874014419241789	LM18-20
Amikacin hydrate	Doxycycline	NT5001	R2	0.04858042089865849	LM18-20
Sulfabenzamide	Erythromycin	NT5001	R1	0.03448645845775464	LM18-12
Clomiphene citrate (Z,E)	Doxycycline	NT5001	R2	0.03084220496117746	LM18-20
Oxantel pamoate	Doxycycline	NT5001	R2	0.05417136905877659	LM18-20
Prochlorperazine dimaleate	Doxycycline	NT5001	R2	0.04410378432222242	LM18-20
Hesperidin	Doxycycline	NT5001	R2	0.05297741002470376	LM18-20
Nadifloxacin	Doxycycline	NT5001	R2	0.007650389576683998	LM18-20
Buspirone hydrochloride	Doxycycline	NT5001	R2	0.019167195504801855	LM18-20
Testosterone propionate	Doxycycline	NT5001	R2	0.015660999280621382	LM18-20
Haloprogin	Doxycycline	NT5001	R2	0.025244570037037763	LM18-20
Thyroxine (L)	Doxycycline	NT5001	R2	0.023570428833685212	LM18-20
Idebenone	Doxycycline	NT5001	R2	0.03983028839696831	LM18-20
Benzocaine	Erythromycin	NT5001	R1	0.03684070483842248	LM18-12
Pepstatin A	Doxycycline	NT5001	R2	0.02835870839484399	LM18-20
Adamantamine fumarate	Doxycycline	NT5001	R2	0.038989628008943976	LM18-20
Butoconazole nitrate	Doxycycline	NT5001	R2	0.04825778480322167	LM18-20
Amiodarone hydrochloride	Doxycycline	NT5001	R2	0.030411205725161556	LM18-20
Amphotericin B	Doxycycline	NT5001	R2	0.038891765010123695	LM18-20
Anastrozole	Doxycycline	NT5001	R2	0.05165000042280091	LM18-20
Acetylcysteine	Doxycycline	NT5001	R2	0.011666562544245494	LM18-20
Androsterone	Doxycycline	NT5001	R2	0.022081842472424076	LM18-20
Amifostine	Doxycycline	NT5001	R2	0.02337379563593128	LM18-20
Dipyrone	Erythromycin	NT5001	R1	0.03677612866867941	LM18-12
Carbarsone	Doxycycline	NT5001	R2	0.03227808464968457	LM18-20
Amlodipine	Doxycycline	NT5001	R2	0.03435554989938037	LM18-20
Modafinil	Doxycycline	NT5001	R2	0.03675235555741829	LM18-20
Lamivudine	Doxycycline	NT5001	R2	0.032917087934094195	LM18-20
Biotin	Doxycycline	NT5001	R2	0.03227790101690436	LM18-20
Bisacodyl	Doxycycline	NT5001	R2	0.04282452398917315	LM18-20
Erlotinib	Doxycycline	NT5001	R2	0.05060182861343759	LM18-20
Melengestrol acetate	Doxycycline	NT5001	R2	0.048737348183314676	LM18-20
Famciclovir	Doxycycline	NT5001	R2	0.02912268402139004	LM18-20
Isosorbide dinitrate	Erythromycin	NT5001	R1	0.039806757357367425	LM18-12
Suloctidil	Doxycycline	NT5001	R2	0.02556640520342136	LM18-20
Zotepine	Doxycycline	NT5001	R2	0.02885887492415518	LM18-20
Carisoprodol	Doxycycline	NT5001	R2	0.028760075538876696	LM18-20
Cephalosporanic acid, 7-amino	Doxycycline	NT5001	R2	0.031001885118647803	LM18-20
Chicago sky blue 6B	Doxycycline	NT5001	R2	0.0451811791669865	LM18-20
Dibenzepine hydrochloride	Doxycycline	NT5001	R2	0.038510202089825495	LM18-20
Roxatidine Acetate HCl	Doxycycline	NT5001	R2	0.0372339981493014	LM18-20
Valacyclovir hydrochloride	Doxycycline	NT5001	R2	0.03995060756333166	LM18-20
Cisapride	Doxycycline	NT5001	R2	0.021436794248052633	LM18-20
Sulfachloropyridazine	Erythromycin	NT5001	R1	0.03288282928817863	LM18-12
Dopamine hydrochloride	Doxycycline	NT5001	R2	0.035384833270918535	LM18-20
5-fluorouracil	Doxycycline	NT5001	R2	0.029244265355309888	LM18-20
Pefloxacine	Doxycycline	NT5001	R2	0.030842255989809785	LM18-20
Corticosterone	Doxycycline	NT5001	R2	0.042025624865847835	LM18-20
